	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu17096	2	1	18	13	0	0	37	2	2	0	1	1	1	7	1	0	0	1	0	22	0	0	20	0	0	0	0	0	3	2
Zotu17097	6	1	1	0	0	0	0	1	3	2	4	1	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu17098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17099	3	0	2	6	5	1	2	2	1	0	0	1	0	0	0	0	2	0	1	3	0	1	2	0	0	2	0	0	0	0
Zotu171	43	19	25	12	19	38	12	17	28	36	34	56	0	25	35	0	28	33	1	25	50	2	21	33	1	35	41	3	27	60
Zotu1710	1	2	0	0	0	0	2	1	1	1	4	0	0	0	11	0	1	6	0	3	9	0	1	64	0	1	51	0	1	14
Zotu17100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17101	2	2	0	1	0	2	6	2	3	1	1	2	0	3	3	0	6	0	0	1	0	0	3	0	0	5	0	1	0	0
Zotu17102	50	2	74	29	7	33	9	28	20	10	64	24	1	20	0	0	25	2	0	8	51	5	35	0	1	4	3	0	36	1
Zotu17103	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Zotu17104	0	2	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	5	4	0	1	1	0	0	0	0	0	6	0
Zotu17105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17106	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	5	0	0	7	0	0	2	0	0	14	0	2	3	0	0
Zotu17107	0	0	2	1	4	0	1	8	7	0	1	3	2	0	0	2	8	0	8	1	0	5	0	0	2	1	0	4	3	0
Zotu17108	0	0	8	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu17109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1711	0	0	1	4	5	2	0	0	0	2	0	0	24	0	1	0	0	0	0	1	0	0	0	0	10	0	0	7	0	1
Zotu17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17111	0	1	0	17	6	8	1	3	14	2	10	0	17	3	0	13	2	3	3	6	1	70	9	0	21	6	0	22	3	0
Zotu17112	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu17113	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1
Zotu17114	0	0	0	0	9	0	0	0	0	0	0	0	2	0	6	21	1	3	38	0	6	8	0	2	0	0	4	2	0	2
Zotu17115	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	2
Zotu17116	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu17117	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17118	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu17119	0	0	0	0	1	2	0	0	2	2	1	1	0	0	3	0	1	1	0	0	3	0	0	5	0	0	0	0	3	1
Zotu1712	0	0	0	6	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0
Zotu17120	35	48	42	36	1	1	0	6	1	25	105	0	0	0	1	0	0	0	1	47	0	0	31	0	0	0	1	0	0	0
Zotu17121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu17122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17123	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu17124	1	1	1	2	0	5	1	3	3	4	2	4	1	3	0	0	3	6	0	1	0	0	1	2	0	0	0	1	4	0
Zotu17125	0	0	6	0	1	0	0	2	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0
Zotu17126	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0
Zotu17127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17129	45	29	0	23	0	4	1	18	16	29	7	14	0	5	2	0	29	0	3	23	36	0	23	55	0	67	1	0	1	0
Zotu1713	7	12	10	9	5	9	8	7	14	10	9	16	0	8	3	0	16	12	1	11	1	1	11	6	0	19	1	1	11	1
Zotu17130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu17131	9	3	5	1	0	11	3	3	6	10	1	3	0	9	57	0	4	0	1	6	96	1	6	5	0	5	0	0	2	1
Zotu17132	0	0	0	0	3	0	0	0	1	0	0	0	4	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	1	0
Zotu17133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Zotu17134	0	1	18	14	0	0	0	12	0	0	31	0	0	5	0	0	19	0	0	27	0	0	2	0	0	1	0	0	0	0
Zotu17135	0	0	0	3	0	2	3	5	0	1	0	1	0	0	0	0	2	3	0	4	0	0	2	0	0	2	0	0	1	0
Zotu17136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17137	2	2	0	2	0	3	8	3	5	1	6	3	1	10	0	0	3	2	3	3	1	0	1	0	0	1	2	1	1	4
Zotu17138	0	0	21	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0
Zotu17139	1	0	4	0	0	1	2	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1714	0	0	0	10	0	0	2	0	4	0	1	0	20	4	0	15	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Zotu17140	0	0	0	0	0	3	1	0	0	0	2	2	1	0	4	0	2	0	0	1	0	0	0	0	0	5	9	0	0	5
Zotu17141	20	2	0	21	0	3	0	1	7	0	15	8	0	1	0	0	7	0	0	9	0	0	0	0	0	0	1	0	3	1
Zotu17142	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu17143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17144	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
Zotu17145	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu17146	5	1	1	1	0	0	0	1	6	0	0	11	0	5	11	0	0	1	0	7	34	0	19	0	0	19	0	0	1	0
Zotu17147	2	0	0	0	0	3	4	1	3	2	1	0	0	1	0	0	3	0	0	2	0	0	3	0	0	0	0	0	2	0
Zotu17148	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17149	0	9	0	0	1	11	0	0	1	1	0	0	3	7	0	1	4	1	3	0	0	1	0	0	3	1	3	2	0	0
Zotu1715	1	1	0	0	0	0	5	1	1	0	0	1	0	0	12	0	0	0	0	1	33	1	2	0	0	0	1	0	2	18
Zotu17150	0	0	1	2	0	1	0	2	1	13	0	0	0	1	1	0	2	0	1	0	0	0	2	0	0	0	0	0	8	2
Zotu17151	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1
Zotu17152	0	0	0	0	0	0	0	0	0	0	5	0	0	0	37	0	0	1	0	0	8	0	0	0	0	0	0	0	0	2
Zotu17153	39	0	0	25	4	3	23	6	4	1	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu17154	0	1	0	7	0	0	0	0	0	0	5	1	0	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu17155	18	8	3	6	4	7	0	18	1	0	9	3	0	12	1	0	9	0	0	0	50	0	6	18	0	27	0	0	35	28
Zotu17156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17157	18	0	7	3	3	2	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	13	0	0	0	0
Zotu17158	9	1	0	0	0	8	0	0	0	7	6	3	0	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	3	0
Zotu17159	0	0	5	0	0	0	0	2	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1
Zotu1716	19	4	2	6	2	11	9	2	7	2	3	7	0	6	19	0	4	20	1	3	6	2	6	2	0	7	9	0	9	29
Zotu17160	0	0	0	1	4	3	13	1	0	0	43	32	0	4	0	0	15	16	0	6	1	0	16	60	0	8	1	1	0	0
Zotu17161	0	0	0	5	0	0	35	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0
Zotu17162	1	0	1	1	7	0	0	1	0	1	4	1	0	0	0	2	3	0	1	0	0	1	0	0	2	0	0	1	0	0
Zotu17163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17164	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu17165	1	7	2	3	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	6	0	0	6	0
Zotu17166	15	12	1	7	3	12	11	7	5	7	3	3	1	10	1	0	7	16	1	13	13	0	4	0	0	1	0	1	0	7
Zotu17167	0	0	3	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17169	4	2	2	2	0	0	0	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	0	1	0	3	0	0	1	1
Zotu1717	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	6	0	0	5	0	0	4	1	0	12	0	1	12	2	0
Zotu17170	3	0	3	4	0	3	3	4	3	3	2	3	0	7	1	0	1	0	0	0	4	0	0	0	0	1	1	0	3	4
Zotu17171	4	0	4	1	0	4	5	1	4	0	1	1	0	2	0	0	0	3	0	0	2	0	0	1	0	0	2	0	0	1
Zotu17172	9	0	0	2	1	0	0	0	0	0	12	0	132	19	0	5	2	0	0	0	0	0	0	0	0	2	0	2	0	0
Zotu17173	0	0	20	0	2	0	0	9	0	13	3	5	0	3	5	0	1	0	0	0	8	0	3	0	0	5	0	0	7	0
Zotu17174	2	2	0	3	2	1	1	2	0	1	4	2	0	2	2	0	3	0	0	1	0	0	3	0	0	1	1	0	1	0
Zotu17175	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1718	3	1	0	0	0	0	0	1	0	0	1	2	0	0	7	0	0	4	0	0	5	0	0	1	0	0	0	0	0	0
Zotu17180	19	3	5	0	3	1	0	0	1	13	0	6	0	7	0	0	5	0	0	27	52	0	2	0	2	4	0	0	1	0
Zotu17181	4	4	3	1	0	1	0	0	1	0	0	2	1	2	0	0	0	0	0	4	1	0	4	0	1	0	0	0	1	0
Zotu17182	0	1	11	15	0	1	0	0	1	0	0	1	0	6	55	0	0	1	0	0	19	0	1	0	0	0	0	0	12	0
Zotu17183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17184	2	0	0	5	0	1	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0
Zotu17185	5	0	1	0	0	0	2	0	2	1	0	1	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	2
Zotu17186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17187	0	0	1	4	0	0	0	2	2	7	2	62	0	0	101	0	0	2	1	0	1	0	2	1	0	0	35	0	11	3
Zotu17188	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0
Zotu17189	0	34	0	8	0	12	0	0	4	1	0	1	2	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	13	0
Zotu1719	0	3	0	2	0	0	1	12	1	0	0	1	0	2	0	0	2	0	0	0	2	1	3	3	0	4	1	0	0	0
Zotu17190	0	10	0	0	0	5	0	2	0	0	0	0	0	0	12	0	0	0	0	2	0	0	2	0	0	1	7	0	0	0
Zotu17191	0	1	1	2	1	6	0	1	22	3	5	9	0	8	0	0	4	0	0	0	0	0	1	0	0	6	1	0	3	0
Zotu17192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17193	0	0	0	1	0	0	1	0	0	0	3	0	0	1	15	0	1	0	0	4	0	0	5	0	0	4	24	0	0	11
Zotu17194	2	0	0	0	0	3	0	3	0	0	2	5	0	1	0	0	1	0	0	0	0	0	2	3	0	0	2	0	0	1
Zotu17195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu17196	1	0	0	0	0	0	2	0	0	1	4	1	0	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1
Zotu17197	0	0	5	1	4	1	10	1	5	2	0	1	0	1	0	0	4	0	0	6	8	0	0	3	1	1	6	3	2	1
Zotu17198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Zotu17199	0	0	3	7	0	0	0	1	1	6	0	3	0	1	3	0	0	0	0	1	0	0	2	1	0	1	0	0	7	0
Zotu172	1	0	1	5	9	0	4	0	2	0	3	0	45	0	0	53	0	0	87	0	0	40	2	0	30	1	2	74	1	0
Zotu1720	2	0	0	0	1	0	0	1	2	0	1	0	0	1	14	1	0	1	0	0	6	0	2	6	0	0	1	0	0	0
Zotu17200	0	0	0	1	0	0	0	1	0	0	6	1	1	1	5	0	2	0	0	1	0	0	1	0	0	4	14	0	0	9
Zotu17201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17202	0	0	0	0	0	3	0	2	3	1	0	1	1	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu17203	7	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Zotu17204	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	15	0	0	5	0	0	16	0	0	0	0	0	0
Zotu17205	0	0	24	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu17206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17207	0	1	0	0	0	1	0	0	0	1	1	2	0	2	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0
Zotu17208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17209	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0
Zotu1721	3	5	4	0	1	1	0	0	1	1	0	3	0	0	3	0	2	0	0	2	0	0	1	1	0	0	16	0	0	0
Zotu17210	0	0	17	0	0	1	0	3	1	4	5	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	8	0
Zotu17211	3	7	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	1	1	0	2	3	0	0	0	0	0	1	0
Zotu17212	2	0	1	0	1	0	3	1	0	0	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0
Zotu17213	0	0	0	2	4	0	0	6	0	0	1	0	1	1	0	8	1	0	4	0	0	0	10	0	0	8	0	0	0	0
Zotu17214	29	0	0	0	4	0	37	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	1	0	24	0	0	0	0
Zotu17215	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0
Zotu17216	0	0	18	1	0	4	0	21	1	14	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0
Zotu17217	1	0	0	0	0	5	1	1	3	6	15	2	0	3	0	0	0	0	0	3	4	0	0	0	0	4	0	0	2	0
Zotu17218	0	0	0	3	0	0	0	0	0	2	0	0	0	1	1	4	0	0	16	0	1	1	0	0	2	0	0	0	0	1
Zotu17219	4	1	0	0	0	0	6	0	1	2	2	1	0	2	0	0	4	0	0	0	0	0	6	5	0	0	0	0	1	0
Zotu1722	0	0	2	2	2	9	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	12	0	1	20	0	2	0
Zotu17220	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17221	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu17223	0	0	0	2	0	0	0	0	0	0	0	0	100	3	0	9	0	0	8	4	0	26	2	0	1	0	0	0	1	0
Zotu17224	1	6	0	1	0	2	0	1	0	3	1	0	0	2	0	0	1	0	0	1	0	0	8	0	0	4	0	0	1	0
Zotu17225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17226	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	3	0	0	1	0	0	1	0	0	0
Zotu17227	7	0	0	0	0	0	0	0	1	0	9	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
Zotu17228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu17229	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	1	2	0	1	0	0	0	1	0	2	0	0
Zotu1723	1	1	5	4	3	6	18	12	9	10	7	16	1	5	0	0	10	3	1	6	9	1	7	2	1	10	1	0	8	9
Zotu17230	0	1	9	0	1	6	0	2	16	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0
Zotu17231	1	1	188	1	0	6	0	67	13	41	18	0	0	1	0	1	12	0	0	0	56	0	1	0	0	16	0	1	114	1
Zotu17232	3	2	4	5	2	2	2	5	1	2	4	1	0	3	0	0	2	0	0	8	5	0	10	0	0	5	2	0	7	1
Zotu17233	1	2	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	0	3	0	0	0	1
Zotu17234	2	1	0	0	0	1	0	3	1	1	0	1	0	3	0	0	2	0	0	7	0	0	2	1	0	1	0	0	1	1
Zotu17235	0	3	0	0	2	0	0	0	1	0	0	0	0	1	3	0	0	2	0	0	4	40	4	2	0	0	17	0	0	3
Zotu17236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17237	2	1	0	0	0	8	0	2	2	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0
Zotu17238	19	0	0	0	5	1	20	19	0	31	13	2	1	13	0	2	8	0	1	0	1	0	44	0	0	1	80	0	0	26
Zotu17239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1724	0	0	0	0	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17240	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17241	28	1	18	0	0	26	0	24	31	11	34	0	0	35	0	0	33	125	3	3	0	0	1	26	0	48	0	1	0	1
Zotu17242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17243	0	2	0	0	5	0	0	0	0	3	5	12	0	4	0	0	6	2	4	20	23	0	8	0	0	3	2	0	63	0
Zotu17244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17245	0	0	0	1	3	0	1	0	0	0	0	0	0	3	0	9	1	1	11	0	0	1	2	0	2	0	0	1	0	0
Zotu17246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17247	0	0	18	0	0	3	0	12	0	11	1	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0
Zotu17248	4	0	3	4	1	10	0	2	3	2	13	2	0	4	0	0	5	1	0	8	0	0	6	17	0	5	1	0	2	0
Zotu17249	0	0	2	2	1	4	3	2	2	1	3	7	0	0	0	0	0	0	0	5	2	0	9	0	0	12	0	0	2	0
Zotu1725	0	0	0	3	1	0	0	1	0	0	0	0	4	1	0	15	2	0	7	0	1	19	0	0	4	0	0	4	0	0
Zotu17250	3	0	4	2	2	1	0	2	3	3	8	1	0	2	1	0	2	2	0	0	0	1	5	0	1	2	0	0	2	1
Zotu17251	18	5	9	0	1	1	1	3	9	0	4	1	0	6	0	0	5	3	0	4	0	0	5	0	0	0	0	0	6	0
Zotu17252	0	1	0	0	0	3	0	0	0	3	0	0	0	0	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	1
Zotu17253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu17255	9	2	0	0	4	3	0	4	4	11	7	2	0	8	1	0	4	0	0	0	8	0	8	0	0	9	0	0	2	0
Zotu17256	12	0	6	0	0	9	0	0	8	6	4	27	0	2	0	0	1	0	0	1	1	0	1	0	1	6	9	0	7	67
Zotu17257	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	2
Zotu17258	7	2	4	4	6	5	11	8	9	3	8	3	0	6	0	0	9	0	0	3	0	0	13	1	0	5	0	0	3	1
Zotu17259	8	7	8	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	6	0	1	1	0	0	1	0	1	0	0
Zotu1726	6	11	8	6	4	7	5	8	16	0	9	7	0	6	0	1	16	4	1	4	2	0	15	6	0	7	1	0	5	6
Zotu17260	0	0	11	1	3	2	0	2	6	0	0	2	0	2	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
Zotu17261	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu17262	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
Zotu17263	0	0	23	0	0	0	0	12	1	21	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	1	0	0	7	0
Zotu17264	8	2	0	0	0	9	12	5	5	5	5	13	0	1	0	0	3	1	0	0	6	1	2	9	0	11	0	0	2	1
Zotu17265	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Zotu17266	2	5	4	0	1	4	2	0	1	5	2	2	0	6	0	0	4	1	1	5	1	0	4	3	2	3	0	0	1	1
Zotu17267	2	0	2	1	0	0	1	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
Zotu17268	2	0	0	0	0	3	3	1	0	0	6	2	0	4	0	0	3	0	0	10	0	0	1	0	0	0	0	0	0	0
Zotu17269	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1727	7	4	0	1	3	4	4	5	5	5	9	4	1	3	0	0	4	1	0	7	1	0	1	0	0	5	5	0	10	5
Zotu17270	0	0	0	6	1	1	4	4	3	2	0	6	0	7	0	0	3	0	0	6	0	0	1	0	0	2	0	0	4	10
Zotu17271	0	0	11	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0
Zotu17272	9	2	0	0	0	0	4	2	0	6	1	0	0	3	22	0	1	0	1	4	0	0	6	0	0	0	3	0	0	19
Zotu17273	3	3	3	2	4	0	0	1	0	3	13	5	1	1	0	0	1	0	0	4	0	0	1	0	0	1	10	0	1	0
Zotu17274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17275	0	0	0	0	1	0	1	3	1	1	0	2	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17276	0	0	7	0	1	1	11	3	1	0	1	2	0	14	1	1	9	1	0	31	0	0	2	0	0	19	0	0	26	1
Zotu17277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17278	0	1	0	0	2	0	0	8	3	0	0	0	0	0	0	0	3	0	0	5	2	0	0	1	0	3	0	0	4	0
Zotu17279	8	0	5	0	4	4	0	0	5	5	9	1	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	10
Zotu1728	0	4	0	1	1	0	6	0	1	4	9	0	0	3	11	0	0	6	0	0	4	0	3	18	0	2	6	0	1	9
Zotu17280	1	14	6	13	0	4	0	0	4	1	5	3	0	2	2	0	2	56	0	0	0	0	2	0	0	6	0	0	2	1
