	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu5610	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	11	0	0	1	1	0	14	0	0	3	0	1	3	0	0
Zotu5611	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
Zotu5612	0	1	0	7	0	0	0	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Zotu5613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5614	2	1	1	0	2	4	11	7	9	4	10	1	0	3	0	0	2	2	0	1	9	0	4	0	0	4	0	2	7	3
Zotu5615	12	9	5	3	6	6	6	9	3	4	6	12	1	6	0	1	6	0	0	3	0	0	6	4	0	5	2	1	5	6
Zotu5616	0	0	0	2	2	2	0	0	1	0	0	1	3	1	0	2	0	0	1	0	0	0	3	0	0	0	0	0	4	0
Zotu5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5618	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu5619	7	2	0	2	1	2	1	0	0	0	3	1	2	0	0	1	1	0	0	1	0	5	1	0	2	3	0	15	0	0
Zotu562	0	0	0	0	0	1	7	2	0	2	0	0	53	4	0	3	2	5	8	2	2	4	1	0	0	0	2	1	0	0
Zotu5620	7	5	1	3	1	0	0	1	4	0	1	0	0	1	8	0	3	0	0	1	2	0	4	3	0	4	0	0	0	0
Zotu5621	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	0	6	0	0
Zotu5622	5	4	2	0	1	5	3	0	9	7	1	2	0	4	0	0	3	3	0	7	1	1	11	0	0	3	0	0	0	0
Zotu5623	0	5	6	1	2	2	1	1	9	3	4	1	0	5	18	0	3	0	0	2	1	0	0	6	0	2	9	2	0	2
Zotu5624	2	4	1	0	0	1	4	2	3	1	1	1	0	1	1	0	7	0	0	2	2	0	2	0	0	1	4	0	2	0
Zotu5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	34	0	0	71	0	0	0	0	0	0	0	0
Zotu5626	1	0	0	2	2	2	1	3	1	7	3	0	0	1	0	0	0	8	0	0	2	0	0	0	0	0	0	0	1	0
Zotu5627	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	1	2	0	0	0	0	0	1
Zotu5628	8	3	8	6	1	3	1	0	1	0	2	5	0	1	0	0	2	0	0	5	2	0	7	1	0	5	1	0	7	3
Zotu5629	1	0	0	0	0	0	1	1	0	0	1	3	0	0	6	0	0	25	0	2	9	0	0	8	0	0	0	0	0	0
Zotu563	3	0	0	6	0	1	4	4	5	1	3	0	3	1	1	1	1	0	1	1	3	0	0	0	27	1	0	11	3	0
Zotu5630	7	13	2	8	1	5	4	0	1	0	2	5	0	1	0	0	4	0	0	6	1	0	4	0	0	1	1	0	5	0
Zotu5631	0	2	0	0	0	0	0	3	7	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu5632	1	1	0	2	0	1	0	0	0	1	0	1	0	1	0	0	1	6	0	0	1	0	1	2	0	0	2	0	0	10
Zotu5633	0	1	0	0	0	1	0	1	3	1	0	0	2	0	1	2	0	1	4	0	0	4	0	0	13	1	0	7	0	4
Zotu5634	2	5	1	0	0	0	3	1	0	0	0	3	0	3	16	0	1	30	0	7	0	0	4	10	0	3	21	0	0	18
Zotu5635	0	0	0	1	1	0	7	0	5	0	1	1	0	2	0	0	0	1	0	1	1	0	0	2	0	4	8	0	3	0
Zotu5636	0	0	1	0	0	0	2	0	0	0	0	0	0	0	5	0	0	23	0	0	1	0	0	7	0	0	10	0	0	6
Zotu5637	1	3	1	2	0	2	8	4	7	3	15	1	0	5	0	0	4	8	0	10	5	0	3	0	0	0	0	0	8	7
Zotu5638	7	0	0	1	0	2	0	0	2	0	4	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
Zotu5639	7	2	0	5	0	9	11	6	8	3	6	7	0	8	8	0	6	0	0	6	0	0	3	0	0	8	0	0	0	0
Zotu564	2	3	0	0	0	1	6	1	5	2	4	5	0	2	33	0	1	17	0	8	18	0	3	78	0	2	26	0	2	13
Zotu5640	2	2	1	0	1	2	0	1	3	2	0	2	0	3	4	0	1	7	0	2	1	0	1	0	1	0	7	0	1	5
Zotu5641	4	0	0	4	2	0	0	0	1	0	4	3	0	2	0	0	5	8	0	6	0	0	2	0	0	1	2	0	1	0
Zotu5642	1	1	0	11	8	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0
Zotu5643	0	0	0	1	8	3	0	2	0	0	0	1	13	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0
Zotu5644	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	10	0	0
Zotu5645	0	0	2	0	2	4	1	8	3	3	0	2	0	0	0	1	5	0	0	7	3	0	0	0	5	3	5	1	5	0
Zotu5646	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu5647	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	7	0	1	2	0	0	3	0	0	1	0	0
Zotu5648	3	4	1	2	1	3	2	1	3	0	0	0	1	1	1	0	2	1	1	2	1	2	0	0	2	0	2	1	1	4
Zotu5649	0	0	20	0	0	1	0	10	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Zotu565	2	3	4	1	0	5	1	3	6	6	4	1	30	6	0	3	0	0	1	1	3	1	3	0	16	0	0	12	1	3
Zotu5650	0	5	0	0	2	0	0	2	1	1	0	0	0	4	0	0	1	1	1	3	0	1	0	0	9	1	0	0	0	0
Zotu5651	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	37	0	0	0	0	0	3	0	0	0	0	0	0
Zotu5652	0	0	0	1	0	0	0	0	0	1	3	2	0	1	0	4	0	0	0	1	0	3	0	0	0	0	0	0	1	0
Zotu5653	8	1	4	1	2	3	2	2	4	0	2	2	0	0	0	0	0	0	0	5	14	0	3	0	1	4	0	0	4	0
Zotu5654	0	0	10	0	0	0	0	11	0	15	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	14	0
Zotu5655	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	9	0	0	8	1	0	0	0	0	4	0	0
Zotu5656	1	1	0	2	1	2	3	1	0	0	2	0	0	1	0	2	2	0	1	6	0	1	1	0	0	3	0	2	1	0
Zotu5657	6	0	2	0	2	2	1	0	1	1	2	2	0	0	8	1	4	0	0	2	3	0	5	5	0	3	0	0	0	4
Zotu5658	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5659	1	2	0	0	1	0	3	0	0	2	5	1	0	1	4	0	1	6	0	0	13	0	0	2	0	2	1	0	1	3
Zotu566	0	0	2	51	0	0	1	1	0	0	0	1	9	0	0	6	1	0	0	0	2	0	2	0	0	0	0	5	0	0
Zotu5660	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0
Zotu5661	2	3	1	0	0	1	1	2	1	4	6	6	0	2	0	0	1	0	0	1	0	0	1	7	0	2	1	0	4	0
Zotu5662	0	0	84	0	0	0	1	63	5	33	0	9	2	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	37	0
Zotu5663	2	7	2	0	2	1	0	0	4	1	1	1	0	2	0	0	1	5	0	1	5	0	0	0	0	5	2	1	2	1
Zotu5664	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	6	0	0	0	0	0	4	0	0	0	0	0	1
Zotu5665	5	14	5	4	4	1	0	0	0	1	0	5	0	6	0	0	2	0	0	0	5	0	6	3	0	13	0	1	7	11
Zotu5666	4	5	14	37	13	5	25	17	21	15	5	15	0	26	8	1	16	2	0	34	35	2	27	10	2	30	4	3	11	11
Zotu5667	3	3	0	3	0	0	0	1	0	3	2	0	0	13	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
Zotu5668	2	1	0	0	0	3	2	0	0	0	4	0	0	0	0	0	2	1	0	3	2	0	2	1	0	0	0	0	0	8
Zotu5669	0	0	0	4	0	0	0	0	0	0	0	0	8	1	0	3	1	0	3	0	0	1	0	0	2	0	0	5	0	0
Zotu567	1	0	2	0	0	0	0	1	3	2	2	0	17	0	0	4	0	0	0	0	1	0	0	0	12	0	1	17	0	0
Zotu5670	3	1	2	8	1	0	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	1	2	0	1	3	0	1	0	0
Zotu5671	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	9	1	0	0	1	0	2	0	0
Zotu5672	1	1	1	2	0	0	0	0	1	0	0	2	0	0	11	0	0	10	0	2	13	0	0	2	0	0	0	0	2	6
Zotu5673	0	0	0	2	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Zotu5674	0	0	1	0	0	0	1	0	0	1	2	0	0	1	4	0	0	4	0	0	3	0	0	4	0	2	2	0	1	2
Zotu5675	2	0	5	5	2	0	0	1	0	0	0	1	0	0	0	1	0	1	2	7	0	6	4	0	0	3	22	1	1	36
Zotu5676	8	1	4	6	1	0	8	4	2	2	10	1	0	8	9	0	14	0	0	5	0	0	4	0	0	1	0	0	7	0
Zotu5677	0	0	3	0	0	0	1	0	1	0	4	3	0	1	0	0	1	3	0	3	0	0	2	0	0	5	0	0	1	4
Zotu5678	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu5679	0	0	0	2	3	4	0	0	2	1	3	2	0	2	3	1	3	1	1	4	0	0	1	4	0	0	4	0	1	3
Zotu568	22	13	31	12	16	27	18	17	19	28	19	64	1	37	4	0	44	19	3	43	4	1	43	1	2	21	12	3	39	22
Zotu5680	0	2	2	0	2	4	2	2	9	6	0	0	0	3	0	0	4	0	0	2	0	0	3	0	0	2	0	0	4	0
Zotu5681	2	0	0	2	0	2	0	1	0	2	0	4	0	1	1	0	2	2	0	2	0	0	2	3	0	0	0	0	1	3
Zotu5682	1	2	2	1	1	0	0	1	0	0	1	1	1	1	2	1	3	0	2	3	5	0	2	0	0	2	5	2	1	0
Zotu5683	1	0	2	0	0	1	0	0	0	0	0	0	0	0	7	1	0	12	0	0	3	0	0	4	0	0	0	0	0	6
Zotu5684	1	0	0	0	1	0	0	0	0	0	4	0	1	3	0	0	1	0	0	0	0	1	1	0	4	1	0	0	0	0
Zotu5685	2	0	0	2	1	1	0	0	0	1	0	0	1	0	1	4	0	0	3	0	0	1	2	0	0	1	0	0	3	0
Zotu5686	2	0	0	2	2	0	2	0	1	6	0	2	0	1	6	0	1	1	1	0	5	0	5	6	0	0	0	0	0	2
Zotu5687	1	0	2	3	2	2	0	1	4	1	0	12	0	2	0	0	10	3	0	1	0	0	2	8	0	3	11	0	1	0
Zotu5688	0	0	0	3	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	4	0	0	4	0	0
Zotu5689	1	1	1	0	3	3	9	1	4	2	6	0	0	4	0	0	1	0	0	5	0	0	3	0	0	3	0	0	1	1
Zotu569	12	12	4	8	0	8	13	6	4	11	17	14	0	5	8	0	14	20	2	9	20	0	10	17	2	15	5	1	11	7
Zotu5690	0	6	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	6	0	0	0	0	0	0	1	0	0
Zotu5691	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5692	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	0	0	7
Zotu5693	3	7	1	2	1	5	0	0	0	1	0	1	0	1	1	0	2	25	0	6	0	0	0	0	0	2	0	0	8	0
Zotu5694	1	0	5	12	3	1	0	0	0	0	0	0	5	2	1	8	0	7	28	0	1	22	9	1	0	4	1	0	0	0
Zotu5695	6	9	3	3	1	5	1	1	5	3	2	2	2	1	2	2	10	8	10	8	0	3	2	0	2	3	4	2	2	0
Zotu5696	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0
Zotu5697	0	3	2	4	0	1	8	0	4	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0
Zotu5698	7	0	0	0	3	3	3	5	2	1	0	0	0	3	4	0	1	1	0	1	7	0	10	1	1	0	0	2	3	6
Zotu5699	3	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu57	4	7	0	34	51	4	2	0	2	4	4	0	103	6	0	98	1	0	164	4	0	78	8	0	55	1	1	161	4	2
Zotu570	0	3	3	0	0	1	3	0	1	0	2	1	1	1	0	13	1	0	1	0	0	4	0	0	0	0	1	7	1	0
Zotu5700	4	0	1	2	1	2	1	1	2	2	0	3	0	1	2	1	3	0	1	2	9	0	2	0	0	2	1	4	0	0
Zotu5701	0	1	0	1	3	2	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	7	0	0	0	0	0	0	0	0
Zotu5702	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5703	10	1	3	1	0	1	0	1	8	2	3	21	0	1	0	0	0	1	0	2	6	0	3	0	1	6	6	0	2	0
Zotu5704	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7
Zotu5705	2	1	2	1	1	1	1	0	4	0	0	0	0	0	1	1	4	0	0	1	0	0	2	3	8	0	0	1	0	4
Zotu5706	1	0	1	1	1	2	0	0	2	0	1	0	3	0	0	2	0	0	6	0	0	4	1	1	0	0	0	3	3	0
Zotu5707	0	0	23	0	0	0	0	9	3	12	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	14	0
Zotu5708	10	1	4	8	3	1	6	0	6	5	3	4	0	8	0	0	5	9	0	13	0	0	5	4	0	5	1	1	1	0
Zotu5709	0	3	1	0	0	4	0	3	0	0	3	1	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	5	0
Zotu571	1	1	1	5	0	3	0	1	3	0	3	1	109	12	9	11	0	0	0	4	0	3	2	0	1	5	1	3	1	1
Zotu5710	0	0	3	3	1	4	4	2	0	1	3	5	6	1	1	0	0	8	3	2	2	0	3	0	0	0	0	6	3	0
